,Decel,KFGrad,KCIFGrad
0,0.12044,0.18794666666666662,0.19896666666666665
1,0.15284,0.2318666666666666,0.24133333333333334
2,0.17410666666666666,0.25403333333333333,0.2549866666666667
3,0.19090666666666667,0.26172,0.26582666666666666
4,0.20700000000000002,0.27142000000000005,0.27485333333333334
5,0.21962666666666664,0.2798666666666667,0.2844133333333333
6,0.23003333333333334,0.28681999999999996,0.29357333333333335
7,0.2368066666666667,0.2931066666666667,0.3016133333333333
8,0.2419133333333333,0.30032666666666663,0.31067999999999996
9,0.24650000000000002,0.30729999999999996,0.3178933333333333
10,0.24993999999999997,0.31584666666666666,0.3255133333333334
11,0.25365333333333334,0.32503999999999994,0.3333733333333333
12,0.25554666666666664,0.3316866666666666,0.33786
13,0.25797333333333333,0.33562,0.34386
14,0.26048,0.3416466666666667,0.3496
15,0.2625266666666667,0.3466933333333333,0.35484
16,0.26474,0.35402666666666666,0.3604866666666667
17,0.2669533333333333,0.35786666666666667,0.3634933333333333
18,0.26966666666666667,0.36321333333333333,0.36798
19,0.2723199999999999,0.36632666666666663,0.37154000000000004
20,0.2741133333333333,0.36944666666666665,0.3755466666666667
21,0.27610666666666667,0.37284000000000006,0.37791333333333327
22,0.2780866666666667,0.3765333333333334,0.37835333333333326
23,0.28091333333333335,0.37894000000000005,0.37966
24,0.28285333333333335,0.38014666666666663,0.38146
25,0.2856333333333333,0.3832533333333333,0.3844266666666666
26,0.2884266666666667,0.3855733333333333,0.3874933333333334
27,0.2904133333333333,0.38805999999999996,0.38916000000000006
28,0.2921533333333333,0.3892133333333333,0.3924866666666667
29,0.29419999999999996,0.39144000000000007,0.3945066666666666
30,0.29694,0.3944666666666665,0.3958733333333333
31,0.2981066666666667,0.39693333333333336,0.3985133333333334
32,0.30038666666666664,0.4000533333333333,0.4003933333333333
33,0.30177333333333334,0.4012666666666666,0.40174666666666664
34,0.30296,0.4023266666666666,0.40529999999999994
35,0.3058666666666667,0.4062466666666667,0.40731333333333336
36,0.30716,0.4085266666666667,0.41030666666666654
37,0.3089866666666667,0.4098133333333333,0.41222666666666663
38,0.3114933333333333,0.41256666666666664,0.4136666666666666
39,0.3131200000000001,0.41451999999999994,0.4155533333333334
40,0.31498000000000004,0.416,0.41733333333333344
41,0.31676000000000004,0.41761333333333334,0.42011999999999994
42,0.3185333333333333,0.41904666666666673,0.42154
43,0.3201933333333333,0.4223,0.42338
44,0.3212933333333333,0.42182,0.4253533333333334
45,0.32380666666666663,0.4241266666666667,0.4268066666666666
46,0.3255266666666667,0.42611999999999994,0.42843333333333333
47,0.3277533333333334,0.42812666666666666,0.4301466666666666
48,0.3291866666666667,0.4298599999999999,0.4299
49,0.3312866666666667,0.43076666666666674,0.43202666666666667
50,0.33359999999999995,0.43140000000000006,0.4320533333333333
51,0.33485999999999994,0.4337866666666666,0.4339066666666666
52,0.33571333333333336,0.4325066666666667,0.43401333333333336
53,0.33740666666666663,0.4349133333333333,0.43467333333333336
54,0.3397133333333333,0.43604000000000004,0.43493333333333334
55,0.34130000000000005,0.43779333333333337,0.43632000000000004
56,0.34278000000000014,0.4379933333333333,0.4354666666666668
57,0.3434400000000001,0.43965333333333334,0.43800666666666666
58,0.34483333333333327,0.4406333333333334,0.43994
59,0.34584000000000004,0.44072,0.44038666666666676
60,0.34712666666666664,0.44160666666666665,0.43912666666666655
61,0.3482333333333333,0.44356,0.44212000000000007
62,0.35002,0.44447999999999993,0.4421466666666668
63,0.3514666666666667,0.44404,0.44411333333333336
64,0.35255999999999993,0.4469,0.44381333333333334
65,0.35386,0.44618666666666656,0.4456333333333333
66,0.35425333333333336,0.44611333333333325,0.44614000000000004
67,0.3553933333333333,0.4473733333333333,0.44727999999999996
68,0.35666,0.4483466666666667,0.44691999999999993
69,0.35751999999999995,0.44880666666666674,0.4467999999999999
